"","Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinType2","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","BuildingAge","Revonated"
"776",776,"120","RM",32,4500,"Pave","No Alley","Reg","Lvl","AllPub","FR2","Gtl","Mitchel","Norm","Norm","TwnhsE","1Story","6","5","Hip","CompShg","VinylSd","VinylSd","BrkFace",320,"TA","TA","PConc","Ex","TA","No","GLQ","Unf",1204,"GasA","Ex","Y","SBrkr",1204,"1","0","2","0","2","1","TA","5","Typ","0","NoFirePlc","Attchd","Fin","2",412,"TA","TA","Y",0,247,0,0,0,0,"NoPool","NoFence","None",0,"6","2009","WD","Normal",162000,"21","21"
"777",777,"20","RL",86,11210,"Pave","No Alley","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story","7","5","Gable","CompShg","VinylSd","VinylSd","BrkFace",240,"Gd","TA","PConc","Gd","TA","Av","GLQ","Unf",1614,"GasA","Ex","Y","SBrkr",1614,"0","0","2","0","3","1","Gd","7","Typ","0","NoFirePlc","Attchd","RFn","3",865,"TA","TA","Y",144,59,0,0,0,0,"NoPool","NoFence","None",0,"7","2006","New","Partial",221500,"14","13"
"778",778,"20","RL",100,13350,"Pave","No Alley","IR1","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story","5","5","Hip","CompShg","HdBoard","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","ALQ","Unf",864,"GasA","TA","Y","SBrkr",894,"1","0","1","0","3","1","TA","5","Typ","1","Fa","Attchd","Unf","2",440,"TA","TA","Y",241,0,0,0,0,0,"NoPool","MnPrv","None",0,"6","2006","WD","Normal",142500,"45","45"
"779",779,"90","RH",60,8400,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Feedr","Norm","Duplex","1Story","5","5","Gable","CompShg","Plywood","Plywood","BrkFace",320,"TA","TA","Slab","NoBase","NoBase","NoBase","NoBase","NoBase",0,"GasA","TA","Y","SBrkr",2020,"0","0","2","0","4","2","TA","10","Typ","2","TA","Detchd","Unf","2",630,"TA","TA","Y",0,0,0,0,0,0,"NoPool","NoFence","None",0,"10","2007","WD","Normal",144000,"42","42"
"780",780,"90","RL",78,10530,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","Duplex","SFoyer","6","5","Gable","CompShg","Plywood","ImStucc","BrkFace",90,"TA","TA","CBlock","Gd","TA","Gd","GLQ","Unf",975,"GasA","TA","Y","SBrkr",1004,"1","0","1","0","2","1","TA","4","Typ","0","NoFirePlc","Attchd","Unf","2",504,"TA","TA","Y",0,0,0,0,0,0,"NoPool","NoFence","None",0,"5","2006","WD","Normal",135000,"42","42"
"781",781,"20","RL",63,7875,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","1Story","7","5","Gable","CompShg","HdBoard","HdBoard","BrkFace",38,"TA","TA","PConc","Gd","Gd","No","Unf","Unf",1237,"GasA","Gd","Y","SBrkr",1253,"0","0","2","0","3","1","TA","6","Typ","1","TA","Attchd","Fin","2",402,"TA","TA","Y",220,21,0,0,0,0,"NoPool","NoFence","None",0,"6","2007","WD","Normal",176000,"24","23"
"782",782,"60","RL",65,7153,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story","6","5","Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","Gd","PConc","Gd","TA","No","ALQ","Unf",761,"GasA","Ex","Y","SBrkr",1603,"0","0","2","1","3","1","Gd","7","Typ","0","NoFirePlc","Attchd","RFn","2",484,"TA","TA","Y",0,124,0,0,0,0,"NoPool","NoFence","None",0,"7","2006","WD","Normal",175900,"27","27"
"783",783,"20","RL",67,16285,"Pave","No Alley","IR2","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story","7","5","Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf","Unf",1413,"GasA","Ex","Y","SBrkr",1430,"0","0","2","0","3","1","Gd","6","Typ","0","NoFirePlc","Attchd","RFn","2",605,"TA","TA","Y",0,33,0,0,0,0,"NoPool","NoFence","None",0,"6","2009","WD","Normal",187100,"18","17"
"784",784,"85","RL",69,9101,"Pave","No Alley","IR1","Lvl","AllPub","Corner","Gtl","Mitchel","Norm","Norm","1Fam","SFoyer","5","6","Gable","CompShg","Plywood","Plywood","BrkFace",104,"TA","Gd","PConc","Gd","TA","Av","GLQ","Unf",1097,"GasA","Ex","Y","SBrkr",1110,"1","0","1","0","1","1","Gd","4","Typ","1","TA","Attchd","Fin","2",602,"TA","TA","Y",303,30,0,0,0,0,"NoPool","NoFence","None",0,"7","2009","WD","Normal",165500,"41","41"
"785",785,"75","RM",35,6300,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2.5Unf","6","6","Gable","CompShg","Wd Sdng","Wd Shng","None",0,"TA","TA","CBlock","TA","TA","No","Unf","Unf",742,"GasA","Ex","Y","SBrkr",1484,"0","0","2","0","3","1","TA","9","Typ","1","Gd","NoGarage","NoGarage","0",0,"NoGarage","NoGarage","Y",0,291,134,0,0,0,"NoPool","NoFence","None",0,"6","2008","WD","Normal",128000,"105","18"
"786",786,"20","RL",69,9790,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Feedr","Norm","1Fam","1Story","6","5","Gable","CompShg","BrkFace","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Rec","LwQ",1372,"GasA","TA","Y","SBrkr",1342,"0","0","2","0","3","1","TA","7","Typ","1","Gd","Attchd","Unf","2",457,"TA","TA","Y",0,0,0,0,197,0,"NoPool","NoFence","None",0,"9","2009","WD","Normal",161500,"52","52"
"787",787,"50","RM",60,10800,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Artery","Norm","1Fam","1.5Fin","5","6","Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","PConc","Fa","TA","No","LwQ","Unf",686,"GasA","TA","Y","SBrkr",1652,"1","0","2","0","4","1","TA","7","Typ","0","NoFirePlc","Detchd","Unf","1",416,"TA","TA","Y",0,0,196,0,0,0,"NoPool","NoFence","Shed",1200,"6","2010","WD","Normal",139000,"104","69"
"788",788,"60","RL",76,10142,"Pave","No Alley","IR1","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story","7","5","Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ","Unf",956,"GasA","Ex","Y","SBrkr",2084,"1","0","2","1","4","1","Gd","8","Typ","0","NoFirePlc","BuiltIn","RFn","2",618,"TA","TA","Y",0,45,0,0,0,0,"NoPool","NoFence","None",0,"1","2010","WD","Normal",233000,"15","15"
"789",789,"20","RM",50,6000,"Pave","No Alley","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","1Story","4","7","Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf","Unf",901,"GasA","Ex","Y","SBrkr",901,"0","0","1","0","2","1","TA","4","Typ","0","NoFirePlc","Detchd","Unf","1",281,"Fa","TA","Y",0,0,0,0,0,0,"NoPool","NoFence","None",0,"8","2008","WD","Normal",107900,"65","19"
"790",790,"60","RL",69,12205,"Pave","No Alley","IR1","Low","AllPub","Inside","Gtl","ClearCr","Norm","Norm","1Fam","2Story","6","8","Gable","CompShg","HdBoard","HdBoard","BrkFace",157,"TA","TA","CBlock","TA","Fa","Gd","LwQ","Unf",832,"GasA","Gd","Y","SBrkr",2087,"0","0","2","1","5","1","Gd","9","Typ","0","NoFirePlc","Attchd","Fin","2",444,"TA","TA","Y",133,168,0,0,0,0,"NoPool","NoFence","None",0,"7","2007","WD","Normal",187500,"53","12"
"791",791,"120","RL",43,3182,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story","7","5","Gable","CompShg","VinylSd","VinylSd","BrkFace",11,"Gd","TA","PConc","Gd","TA","No","GLQ","Unf",1145,"GasA","Ex","Y","SBrkr",1145,"0","0","2","0","2","1","Gd","5","Typ","1","Gd","Attchd","Fin","2",397,"TA","TA","Y",100,16,0,0,0,0,"NoPool","NoFence","None",0,"9","2009","WD","Normal",160200,"14","13"
"792",792,"80","RL",69,11333,"Pave","No Alley","IR1","Lvl","AllPub","Corner","Gtl","Mitchel","Norm","Norm","1Fam","SLvl","6","5","Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","PConc","Gd","TA","Av","ALQ","Unf",1029,"GasA","TA","Y","SBrkr",1062,"1","0","1","0","3","1","TA","5","Typ","2","TA","Attchd","RFn","2",539,"TA","TA","Y",120,0,0,0,0,0,"NoPool","NoFence","None",0,"5","2007","WD","Normal",146800,"43","43"
"793",793,"60","RL",92,9920,"Pave","No Alley","IR1","Lvl","AllPub","CulDSac","Gtl","NoRidge","Norm","Norm","1Fam","2Story","7","5","Gable","CompShg","MetalSd","MetalSd","None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ","Unf",1117,"GasA","Ex","Y","SBrkr",2013,"1","0","2","1","3","1","TA","8","Typ","1","TA","Attchd","Unf","2",455,"TA","TA","Y",180,130,0,0,0,0,"NoPool","NoFence","None",0,"6","2007","WD","Normal",269790,"23","22"
"794",794,"20","RL",76,9158,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story","8","5","Gable","CompShg","CemntBd","CmentBd","Stone",140,"Gd","TA","PConc","Gd","TA","Av","Unf","Unf",1496,"GasA","Ex","Y","SBrkr",1496,"0","0","2","0","3","1","Gd","7","Typ","0","NoFirePlc","Attchd","Fin","2",474,"TA","TA","Y",168,130,0,0,0,0,"NoPool","NoFence","None",0,"6","2007","New","Partial",225000,"12","12"
"795",795,"60","RL",69,10832,"Pave","No Alley","IR1","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story","7","5","Gable","CompShg","MetalSd","MetalSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf","Unf",712,"GasA","Ex","Y","SBrkr",1895,"0","0","2","1","3","1","Gd","7","Typ","1","TA","Attchd","Fin","2",409,"TA","TA","Y",143,46,0,0,0,0,"NoPool","NoFence","Shed",500,"10","2008","WD","Normal",194500,"25","23"
"796",796,"60","RL",70,8400,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story","6","6","Gable","CompShg","HdBoard","HdBoard","BrkFace",130,"TA","TA","CBlock","Gd","TA","No","Unf","Unf",650,"GasA","TA","Y","SBrkr",1564,"0","0","2","1","3","1","TA","7","Typ","1","TA","Attchd","Unf","2",476,"TA","TA","Y",0,50,0,0,204,0,"NoPool","MnPrv","None",0,"4","2010","WD","Normal",171000,"39","38"
"797",797,"20","RL",71,8197,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story","6","5","Gable","CompShg","Plywood","Plywood","BrkFace",148,"TA","TA","CBlock","TA","TA","No","Unf","Unf",660,"GasA","Ex","Y","SBrkr",1285,"0","0","1","1","3","1","TA","7","Typ","1","TA","Attchd","RFn","2",528,"TA","TA","Y",138,0,0,0,0,0,"NoPool","MnPrv","None",0,"4","2007","WD","Normal",143500,"42","42"
"798",798,"20","RL",57,7677,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","5","5","Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","BLQ","Unf",773,"GasA","Gd","Y","SBrkr",773,"0","0","1","0","2","1","TA","4","Typ","0","NoFirePlc","Attchd","Unf","1",240,"TA","TA","Y",0,0,0,0,0,0,"NoPool","NoFence","None",0,"4","2008","WD","Abnorml",110000,"66","66"
"799",799,"60","RL",104,13518,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story","9","5","Hip","CompShg","VinylSd","VinylSd","Stone",860,"Ex","TA","PConc","Ex","TA","No","Unf","Unf",1926,"GasA","Ex","Y","SBrkr",3140,"0","0","3","1","4","1","Ex","11","Typ","2","Gd","BuiltIn","Fin","3",820,"TA","TA","Y",144,78,0,0,0,0,"NoPool","NoFence","None",0,"7","2009","New","Partial",485000,"11","10"
"800",800,"50","RL",60,7200,"Pave","No Alley","Reg","Lvl","AllPub","Corner","Gtl","SWISU","Feedr","Norm","1Fam","1.5Fin","5","7","Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",252,"TA","TA","BrkTil","Gd","TA","No","ALQ","Unf",731,"GasA","Ex","Y","SBrkr",1768,"1","0","1","1","3","1","Gd","7","Typ","2","TA","Detchd","Unf","1",240,"TA","TA","Y",0,0,264,0,0,0,"NoPool","MnPrv","None",0,"6","2007","WD","Normal",175000,"82","69"
"801",801,"60","RL",79,12798,"Pave","No Alley","IR1","HLS","AllPub","Inside","Mod","ClearCr","Feedr","Norm","1Fam","2Story","6","5","Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","Gd","GLQ","Unf",616,"GasA","Gd","Y","SBrkr",1688,"1","0","2","1","4","1","Gd","8","Typ","0","NoFirePlc","Attchd","RFn","2",603,"TA","TA","Y",403,114,185,0,0,0,"NoPool","NoFence","Shed",400,"5","2008","WD","Normal",200000,"22","22"
"802",802,"30","RM",40,4800,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1Story","4","7","Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","LwQ","Unf",1196,"GasA","Ex","Y","FuseA",1196,"1","0","1","0","2","1","TA","5","Typ","0","NoFirePlc","Detchd","Unf","2",440,"TA","TA","Y",0,0,0,0,0,0,"NoPool","NoFence","None",0,"7","2007","WD","Normal",109900,"103","29"
"803",803,"60","RL",63,8199,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story","7","5","Gable","CompShg","WdShing","Wd Shng","None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ","Unf",728,"GasA","Ex","Y","SBrkr",1456,"1","0","2","1","3","1","Gd","7","Typ","1","Gd","Attchd","Fin","2",410,"TA","TA","Y",36,18,0,0,0,0,"NoPool","NoFence","None",0,"10","2008","WD","Normal",189000,"14","14"
"804",804,"60","RL",107,13891,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story","9","5","Hip","CompShg","VinylSd","VinylSd","Stone",424,"Ex","TA","PConc","Ex","TA","Gd","Unf","Unf",1734,"GasA","Ex","Y","SBrkr",2822,"0","0","3","1","4","1","Ex","12","Typ","1","Gd","BuiltIn","RFn","3",1020,"TA","TA","Y",52,170,0,0,192,0,"NoPool","NoFence","None",0,"1","2009","New","Partial",582933,"11","10"
"805",805,"20","RL",75,9000,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","5","5","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","LwQ","Unf",936,"GasA","TA","Y","SBrkr",1128,"0","0","1","0","2","1","TA","5","Min1","0","NoFirePlc","Attchd","Unf","1",286,"TA","TA","Y",0,0,0,0,0,0,"NoPool","GdWo","None",0,"6","2006","WD","Family",118000,"65","65"
"806",806,"20","RL",91,12274,"Pave","No Alley","IR1","Lvl","AllPub","FR2","Gtl","Somerst","Norm","Norm","1Fam","1Story","7","5","Gable","CompShg","VinylSd","VinylSd","Stone",256,"Gd","TA","PConc","Gd","TA","No","Unf","Unf",1417,"GasA","Ex","Y","SBrkr",1428,"0","0","2","0","3","1","Ex","6","Typ","0","NoFirePlc","Attchd","RFn","2",554,"TA","TA","Y",0,60,0,0,0,0,"NoPool","NoFence","None",0,"7","2008","New","Partial",227680,"11","11"
"807",807,"80","RL",75,9750,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","SLvl","5","5","Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","TA","TA","Av","ALQ","Rec",980,"GasA","Gd","Y","SBrkr",980,"0","0","2","0","3","1","TA","6","Typ","0","NoFirePlc","Attchd","Fin","1",384,"TA","TA","Y",68,0,0,0,0,0,"NoPool","NoFence","None",0,"10","2006","WD","Normal",135500,"52","52"
"808",808,"70","RL",144,21384,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","2Story","5","6","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","Gd","GLQ","Unf",1324,"GasA","Ex","Y","SBrkr",1576,"2","0","1","1","3","1","Gd","6","Typ","1","TA","Attchd","RFn","2",528,"TA","TA","Y",0,312,0,0,0,0,"NoPool","NoFence","None",0,"5","2009","WD","Normal",223500,"96","15"
"809",809,"80","RL",85,13400,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","SLvl","5","5","Gable","CompShg","VinylSd","VinylSd","BrkFace",1047,"TA","TA","CBlock","TA","TA","Av","ALQ","BLQ",1024,"GasA","TA","Y","SBrkr",1086,"1","0","1","0","3","1","TA","6","Typ","1","Gd","Attchd","RFn","2",484,"TA","TA","Y",0,0,0,0,0,0,"NoPool","GdWo","None",0,"6","2006","WD","Normal",159950,"53","53"
"810",810,"75","RM",90,8100,"Pave","No Alley","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","2.5Unf","5","5","Hip","CompShg","AsbShng","AsbShng","None",0,"TA","TA","PConc","TA","TA","No","Unf","Unf",849,"GasA","TA","N","FuseA",2138,"0","0","2","0","2","3","TA","11","Typ","0","NoFirePlc","Detchd","Unf","2",360,"Fa","Po","N",40,156,0,0,0,0,"NoPool","MnPrv","None",0,"11","2009","WD","Normal",106000,"121","54"
"811",811,"20","RL",78,10140,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story","6","6","Hip","CompShg","HdBoard","HdBoard","BrkFace",99,"TA","TA","CBlock","TA","TA","No","ALQ","LwQ",1040,"GasA","Fa","Y","SBrkr",1309,"1","0","1","1","3","1","Gd","5","Typ","1","Fa","Attchd","RFn","2",484,"TA","TA","Y",265,0,0,0,0,648,"Fa","GdPrv","None",0,"1","2006","WD","Normal",181000,"45","20"
"812",812,"120","RM",69,4438,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","TwnhsE","1Story","6","5","Gable","CompShg","VinylSd","VinylSd","BrkFace",169,"Gd","TA","PConc","Gd","TA","Gd","GLQ","Unf",848,"GasA","Ex","Y","SBrkr",848,"1","0","1","0","1","1","Gd","4","Typ","1","Gd","Attchd","Fin","2",420,"TA","TA","Y",140,0,0,0,0,0,"NoPool","NoFence","None",0,"6","2008","ConLD","Normal",144500,"15","15"
"813",813,"20","C (all)",66,8712,"Grvl","No Alley","Reg","Bnk","AllPub","Inside","Mod","IDOTRR","Norm","Norm","1Fam","1Story","5","5","Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"Fa","TA","CBlock","TA","TA","Av","Unf","Unf",540,"GasA","TA","N","FuseA",1044,"0","0","1","0","2","1","Fa","4","Typ","0","NoFirePlc","Basment","Unf","2",504,"TA","TA","N",0,0,0,0,0,0,"NoPool","NoFence","Shed",54,"6","2010","WD","Alloca",55993,"67","67"
"814",814,"20","RL",75,9750,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","6","6","Gable","CompShg","MetalSd","MetalSd","BrkFace",243,"TA","TA","CBlock","TA","TA","No","Rec","Unf",1442,"GasA","Gd","Y","SBrkr",1442,"0","0","1","1","4","1","TA","7","Typ","0","NoFirePlc","Attchd","RFn","1",301,"TA","TA","Y",0,0,275,0,0,0,"NoPool","NoFence","Shed",500,"4","2007","COD","Normal",157900,"61","61"
"815",815,"50","RL",45,8248,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin","5","7","Gable","CompShg","Stucco","Stucco","None",0,"TA","TA","BrkTil","TA","TA","No","Unf","Unf",686,"GasW","Gd","Y","SBrkr",1250,"0","1","1","1","3","1","Fa","7","Typ","0","NoFirePlc","Detchd","Unf","1",280,"TA","TA","P",207,0,96,0,0,0,"NoPool","NoFence","None",0,"7","2006","WD","Normal",116000,"101","69"
"816",816,"20","RL",48,12137,"Pave","No Alley","IR2","Lvl","AllPub","CulDSac","Gtl","CollgCr","Norm","Norm","1Fam","1Story","7","5","Gable","CompShg","VinylSd","VinylSd","BrkFace",442,"TA","TA","PConc","Gd","TA","No","Unf","Unf",1649,"GasA","Ex","Y","SBrkr",1661,"0","0","2","0","3","1","Gd","6","Typ","0","NoFirePlc","Attchd","RFn","2",598,"TA","TA","Y",0,34,0,0,0,0,"NoPool","NoFence","None",0,"5","2010","WD","Normal",224900,"21","21"
"817",817,"20","RL",69,11425,"Pave","No Alley","IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story","5","6","Gable","CompShg","BrkFace","BrkFace","None",0,"TA","TA","CBlock","TA","TA","No","BLQ","Unf",1008,"GasA","Gd","Y","SBrkr",1008,"0","0","1","0","2","1","TA","4","Typ","1","Gd","Attchd","RFn","1",275,"TA","TA","Y",0,0,120,0,0,0,"NoPool","NoFence","None",0,"7","2006","WD","Normal",137000,"65","65"
"818",818,"20","RL",69,13265,"Pave","No Alley","IR1","Lvl","AllPub","CulDSac","Gtl","Mitchel","Norm","Norm","1Fam","1Story","8","5","Hip","CompShg","CemntBd","CmentBd","BrkFace",148,"Gd","TA","PConc","Gd","TA","No","GLQ","Unf",1568,"GasA","Ex","Y","SBrkr",1689,"1","0","2","0","3","1","Gd","7","Typ","2","Gd","Attchd","RFn","3",857,"TA","TA","Y",150,59,0,0,0,0,"NoPool","NoFence","None",0,"7","2008","WD","Normal",271000,"17","17"
"819",819,"80","RL",80,8816,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","ClearCr","Norm","Norm","1Fam","SLvl","6","7","Gable","CompShg","HdBoard","HdBoard","BrkFace",80,"TA","TA","CBlock","TA","TA","Av","GLQ","Unf",1010,"GasA","Gd","Y","SBrkr",1052,"1","0","1","0","3","1","TA","6","Typ","0","NoFirePlc","Attchd","Unf","2",440,"TA","TA","Y",0,0,0,0,0,0,"NoPool","MnPrv","None",0,"6","2010","WD","Normal",155000,"48","48"
"820",820,"120","RL",44,6371,"Pave","No Alley","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story","7","5","Gable","CompShg","VinylSd","VinylSd","Stone",128,"Gd","TA","PConc","Gd","TA","Mn","GLQ","Unf",1358,"GasA","Ex","Y","SBrkr",1358,"1","0","2","0","2","1","Gd","6","Typ","1","Gd","Attchd","RFn","2",484,"TA","TA","Y",192,35,0,0,0,0,"NoPool","NoFence","None",0,"6","2010","New","Partial",224000,"10","9"
"821",821,"60","RL",72,7226,"Pave","No Alley","IR1","Lvl","AllPub","CulDSac","Gtl","CollgCr","Norm","Norm","1Fam","2Story","7","5","Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf","Unf",798,"GasA","Ex","Y","SBrkr",1640,"0","0","2","1","3","1","Gd","6","Typ","0","NoFirePlc","Attchd","RFn","2",595,"TA","TA","Y",0,45,0,0,0,0,"NoPool","NoFence","None",0,"6","2008","WD","Normal",183000,"16","16"
"822",822,"20","RM",60,6000,"Pave","Pave","Reg","Bnk","AllPub","Inside","Mod","OldTown","Norm","Norm","2fmCon","1Story","4","4","Gable","CompShg","MetalSd","MetalSd","None",0,"Fa","TA","CBlock","Fa","TA","No","Unf","Unf",936,"GasA","TA","N","SBrkr",936,"0","0","1","0","2","1","TA","4","Min2","0","NoFirePlc","Detchd","Unf","2",576,"TA","TA","Y",0,32,112,0,0,0,"NoPool","NoFence","None",0,"2","2009","WD","Normal",93000,"66","66"
"823",823,"60","RL",69,12394,"Pave","No Alley","IR1","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story","7","5","Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Gd","Unf","Unf",847,"GasA","Ex","Y","SBrkr",1733,"0","0","2","1","3","1","Gd","7","Typ","1","Gd","BuiltIn","Fin","2",433,"TA","TA","Y",100,48,0,0,0,0,"NoPool","NoFence","None",0,"10","2007","WD","Family",225000,"16","16"
"824",824,"50","RL",60,9900,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","SWISU","Norm","Norm","1Fam","1.5Fin","6","7","Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","BrkTil","TA","TA","No","Unf","Unf",778,"GasA","TA","Y","SBrkr",1489,"0","0","2","0","3","1","TA","7","Typ","1","Gd","Detchd","Unf","1",240,"TA","TA","Y",335,0,0,0,0,0,"NoPool","GdWo","None",0,"7","2009","WD","Normal",139500,"79","69"
"825",825,"20","FV",81,11216,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story","8","5","Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","Gd","No","Unf","Unf",1489,"GasA","Ex","Y","SBrkr",1489,"0","0","2","0","3","1","Gd","7","Typ","1","Gd","Attchd","RFn","2",776,"TA","TA","Y",0,140,0,0,0,0,"NoPool","NoFence","None",0,"6","2006","New","Partial",232600,"13","13"
"826",826,"20","RL",114,14803,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","PosN","PosN","1Fam","1Story","10","5","Hip","CompShg","CemntBd","CmentBd","BrkFace",816,"Ex","TA","PConc","Ex","TA","Av","GLQ","Unf",2078,"GasA","Ex","Y","SBrkr",2084,"1","0","2","0","2","1","Ex","7","Typ","1","Gd","Attchd","Fin","3",1220,"TA","TA","Y",188,45,0,0,0,0,"NoPool","NoFence","None",0,"6","2008","New","Partial",385000,"12","11"
"827",827,"45","RM",50,6130,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Unf","5","6","Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","ALQ","Unf",784,"GasA","Gd","Y","SBrkr",784,"1","0","1","0","2","1","Gd","5","Typ","0","NoFirePlc","NoGarage","NoGarage","0",0,"NoGarage","NoGarage","Y",0,0,116,0,0,0,"NoPool","NoFence","None",0,"5","2008","WD","Normal",109500,"95","69"
